data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,public_urls,translated_product,tinder_bio,probability
10914209,75.0,Danpo,Kylling,Kyllingebrystfilet,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_6_2423x4964_4909x6901_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421910/2026-01-10/10914209.jpg,Chicken breast fillet,"Sizzling with flavor, ready to conquer any plate! 🍗",0.9356058
10914224,75.0,Danpo,Kylling,Kyllingeinderfileter,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_6_2423x4964_4909x6901_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421910/2026-01-10/10914224.jpg,Chicken eiderphilets,"Feast on crispy, golden chicken eiderphilets with a side of joy 🍗✨",0.9356058
10914303,29.0,,Røget og gravad,Laks,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_14_1688x1537_3335x3366_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421974/2026-01-10/10914303.jpg,Salmon,"✨ Fishy flippin' delicious, ready to spark a conversation!",0.92902005
10914271,39.0,,Røget og gravad,Laks i skiver,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_1589x4716_3351x6900_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421969/2026-01-10/10914271.jpg,Salmon in slices,"Sashimi perfection, served with a side of sass and a sprinkle of adventure. 🍣✨",0.92464983
10914206,59.0,,Kylling,Kyllingeoverlår,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_6_0x5033_2396x6825_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421896/2026-01-10/10914206.jpg,Chicken upper thighs,"Sizzling with flavor, ready to conquer any plate! 🍗",0.9210797
10914185,14.0,Lacto FREE,Mælk,Sødmælk,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_10_1581x4335_4998x6859_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421806/2026-01-10/10914185.jpg,Whole milk,"Smooth, creamy, and comforting — the perfect companion to any moment. 🧁",0.91957545
10914182,14.0,Lacto FREE,Mælk,Minimælk,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_10_1581x4335_4998x6859_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421804/2026-01-10/10914182.jpg,Mini-milk,"✨ Tiny milk, big flavor, perfect for any snack or treat! 🍯",0.91957545
10914184,14.0,Lacto FREE,Mælk,Letmælk,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_10_1581x4335_4998x6859_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421806/2026-01-10/10914184.jpg,Light milk,"Lactose-free love, always fresh and creamy. 🍸",0.91957545
10914259,12.0,Salatmesteren,Pålægssalat,Kylling & Baconsalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_17x2729_2491x4798_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421913/2026-01-10/10914259.jpg,Chicken & Bacon Salad,"Sizzling with flavor, I’m the perfect mix of crunch and comfort—chicken and bacon, in perfect harmony. 🍗🥓",0.9125517
10914162,99.0,Løgismose,Kylling,Kylling,1,1,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_9_3236x346_4858x2704_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421910/2026-01-10/10914162.jpg,Chicken,"Sizzling with flavor, ready to take the table by storm! 🍗",0.9057043
10914167,10.0,Løgismose,Mellemmåltider,Jordbær og Rabarber Skyr ,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_9_1696x2663_3318x4649_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421878/2026-01-10/10914167.jpg,Strawberries and Rhubarb Skyr,"Sour, sweet, and sky-high—strawberries and rhubarb in a single, delicious cloud. 🍓🍓☁️",0.9009754
10914241,22.0,GodMorgen,Juice,Æble Appelsin & Jordbær,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_11_2400x4384_4882x6892_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421839/2026-01-10/10914241.jpg,Apple Orange & Strawberry,"A burst of flavor, a smile, and a perfect mix of sweetness—like an apple, orange, and strawberry in one bite! 🍓🍊🍓",0.893468
10914321,22.0,Blue Dragon,Grønt,Ingefær,1,0,gl.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_14_2176x3309_4154x5510_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421955/2026-01-10/10914321.jpg,Ginger,"Zesty and zany, I bring warmth and spice to your day with every bite! 🍁",0.8893314
10914304,22.0,Blue Dragon,Grønt,Havtang,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_14_2176x3309_4154x5510_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421978/2026-01-10/10914304.jpg,Seaweed,"Savor the sea in every bite, 🌊✨",0.8893314
10914155,12.0,Glyngøre,Konserves,Tun i olie,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_3_2465x3371_3680x4985_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421941/2026-01-10/10914155.jpg,Tunas in oil,"Sizzling with flavor, I'm the tuna in oil – ready to ignite your taste buds! 🍣",0.8705102
10914154,12.0,Glyngøre,Konserves,Tun i vand,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_3_2465x3371_3680x4985_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421940/2026-01-10/10914154.jpg,Tunas in water,"🌊 Fishy fun, salty and smooth—just the way I like it!",0.8705102
10914233,25.0,Velsmag,Kalve- og grisekød,Hakket kalv og grisekød 8-12%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_6_2499x2884_4909x4971_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421879/2026-01-10/10914233.jpg,Minced calf and pig meat 8-12 per cent,"🔥 Super tasty blend of tender, juicy meat with a perfect balance of fat and flavor! 🥩",0.8340466
10914191,20.0,DAVA Foods,Skalæg,Frilandsæg S/M/L,1,8,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_11_50x735_2540x2489_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421775/2026-01-10/10914191.jpg,Open-air eggs S/M/L,"Egg-sized fun, S/M/L fit for any adventure 🍋",0.825798
10914396,35.0,ØGO,Pålægspølser,Spegepølse Mild,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_16_3260x2315_4824x4682_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421963/2026-01-10/10914396.jpg,Sausage Mild,"🔥 Sausage Mild: The spicy, smoky secret to perfecting any meal. 🥘",0.8218406
10914168,10.0,Løgismose,Mellemmåltider,Mango & Passionsfrygt Acidophilus Skyr,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_9_1696x2663_3318x4649_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421878/2026-01-10/10914168.jpg,Mango & Passion Fear Acidophilus Skyr,"✨ Tangy, creamy, and probiotic-packed, I'm the perfect blend of flavor and health—just don't ask me to deliver. 🌟",0.82121927
10914166,10.0,Løgismose,Mellemmåltider,Mango & Passionsfrugt Skyr ,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_9_1696x2663_3318x4649_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421877/2026-01-10/10914166.jpg,Mango & Passion Fruit Skyr,"Tropical sunshine in a glass, sweet and vibrant, with a hint of summer in every bite 🍌✨",0.82121927
10914181,16.0,Lacto FREE,Syrnet morgenmad,Naturel Yoghurt ,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_10_2689x660_4816x4409_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421808/2026-01-10/10914181.jpg,Natural Yogurt,"Satisfy your cravings with a creamy, delicious twist—nature's perfect snack! 🥛",0.8003827
10914180,16.0,Lacto FREE,Syrnet morgenmad,Pære & Banan Yoghurt ,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_10_2689x660_4816x4409_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421809/2026-01-10/10914180.jpg,Pear & Banan Yogurt,"A sweet, tangy burst of flavor that makes every bite feel like a tropical vacation—yum! 🍌🍑",0.8003827
10914199,39.0,Velsmag,Oksekød,Hakket oksekød 8-12%,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_6_21x172_2403x2362_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421924/2026-01-10/10914199.jpg,Minced beef 8-12 per cent,🔥 Spice up your day with a dash of flavor! 🍳,0.78842956
10914211,22.0,GodMorgen,Juice,Æblejuice Mandarin & Gulerod,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_11_2400x4384_4882x6892_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421843/2026-01-10/10914211.jpg,Applejuice Mandarin & Carrot,"A tangy blend of mandarin and carrot, perfect for a refreshing twist on apple juice—served with a side of adventure. 🍎🍊",0.76927865
10914207,22.0,GodMorgen,Juice,Æblejuice Hyldeblomst,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_11_2400x4384_4882x6892_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421841/2026-01-10/10914207.jpg,Apple juice Golden flower,"Golden flower 🍎✨, sip and shine!",0.76927865
10914305,49.0,Premieur,Fersk fisk,Tunsteaks,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_14_3211x1819_4940x3400_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421972/2026-01-10/10914305.jpg,Tunsteaks,🔥Sizzling steak that turns every bite into a party! 🍳,0.7646408
10914156,12.0,Glyngøre,Konserves,Tun i tomat,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_3_2465x3371_3680x4985_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421914/2026-01-10/10914156.jpg,Tunas in tomato,"🔥Sizzling with flavor, ready to conquer your taste buds!",0.7281796
10914263,39.0,Polar Seafood,Rejer og andre skaldyr,Rejer,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_1589x4716_3351x6900_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421943/2026-01-10/10914263.jpg,Shrimps and prawns,"Craving a feast? I'm the star of the seafood scene—shrimps and prawns, ready to shine! 🐟✨",0.6951928
10914178,15.0,Lacto FREE,Specialost,Smøreost,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_10_141x2696_2921x4343_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421909/2026-01-10/10914178.jpg,Butter cheese,"Melted into perfect slices, I'm the creamy heart of any snack or dish — and I'm always ready to pair with a good story. 🧀",0.61950433
10914133,10.0,Den Grønne Slagter,"Pålæg, skiveskåret",Kyllingebryst Chili,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_1_119x1421_2514x3941_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421927/2026-01-10/10914133.jpg,Chicken breast Chili,"Sizzle your day with a juicy, spicy kick—chicken breast chili is here to spice things up! 🍳🔥",0.6102644
10914135,10.0,Den Grønne Slagter,"Pålæg, skiveskåret",Kyllingebryst Grillet,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_1_119x1421_2514x3941_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421933/2026-01-10/10914135.jpg,Chicken breast Grilled,"Sizzling with flavor, I'm the chicken breast grilled — ready to ignite your taste buds! 🍗🔥",0.6102644
10914260,12.0,Salatmesteren,Pålægssalat,Æggesalat,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2026/3/64366/Netto032026-1_12_17x2729_2491x4798_zoom.jpg,2026-01-10,2026-01-16,https://res.cloudinary.com/dfqzmnlga/image/upload/v1768421915/2026-01-10/10914260.jpg,Egg salad,"Egg salad: the perfect blend of flavor and freshness, ready to elevate any meal. 🍳",0.578929
