data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,translated_product,tinder_bio
10764538,15.0,Samsø,Frugt,Æbler,1,6,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_7_2234x4693_4973x6877_zoom.jpg,2025-10-18,2025-10-24,Apples,"Red Delicious with a dash of sweetness, ready to burst into a snack or a salad—fresh, juicy, and always in season 🍎"
10764788,25.0,Espresso Lungo Elegante,Kapselkaffe,Kaffekapsler,1,10,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_22_75x69_3313x2527_zoom.jpg,2025-10-18,2025-10-24,Coffee capsules," ☕️ Sip, sip, and savor the perfect cup every single day."
10764789,25.0,Espresso Ristretto,Kapselkaffe,Kaffekapsler,1,10,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_22_75x69_3313x2527_zoom.jpg,2025-10-18,2025-10-24,Coffee capsules," ☕️ Sip, skip, and skip again—because life's too short for boring coffee."
10764790,25.0,Espresso Lungo Profondo,Kapselkaffe,Kaffekapsler,1,10,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_22_75x69_3313x2527_zoom.jpg,2025-10-18,2025-10-24,Coffee capsules, ☕️ Brew your day with a twist—every capsule is a new adventure.
10764982,29.0,Tena,Intimhygiejne,Bind,1,10,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_26_1585x2846_3295x4855_zoom.jpg,2025-10-18,2025-10-24,Volume,Volume: The quiet powerhouse that makes everything feel bigger. 🌟
10764825,39.0,Nescafe Dolce Gusto,Kapselkaffe,Kaffekapsler Starbucks Pumpkin Spice Latte,1,12,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_22_50x4699_2490x6827_zoom.jpg,2025-10-18,2025-10-24,Coffee Capsules Starbucks Pumpkin Spice Latte,"☕️ Spiced up, cozy, and always ready to brew a holiday cheer!"
10764526,13.0,,Grønt,Agurk,1,3,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_6_0x2633_3251x4662_zoom.jpg,2025-10-18,2025-10-24,Agurk,"A fiery, zesty orange vegetable that brings a smile to your face—because life's too short for boring veggies! 🍊"
10764983,29.0,Tena,Intimhygiejne,Trusseindlæg,1,6,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_26_1585x2846_3295x4855_zoom.jpg,2025-10-18,2025-10-24,Panty posts,"✨ Always ready to rock, one tiny pebble at a time!"
10764518,5.0,,Grønt,Agurk,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_6_31x780_2677x2627_zoom.jpg,2025-10-18,2025-10-24,Agurk,"Crisp, zesty, and full of life—Agurk is the vegetable that makes every bite a celebration! 🍅"
10764501,5.0,,Grønt,Agurk,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_3_2415x3594_3713x5011_zoom.jpg,2025-10-18,2025-10-24,Agurk,"Chill, sweet, and slightly spicy — I'm the Agurk, the vegetable that knows how to make your day just right. 🍅"
10764717,59.0,,Stearinlys,Kronelys,1,10,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_34_2296x5200_4738x6804_zoom.jpg,2025-10-18,2025-10-24,Crown candles,✨ Light up the room with a flick of your finger. ✨
10764536,12.0,Samsø,Grønt,Løg,1,2,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_7_2059x193_4898x2864_zoom.jpg,2025-10-18,2025-10-24,Bulb vegetables,✨ Glow up with a sprinkle of vibrant flavor! 🌟
10764838,10.0,Coca Cola Zero,Sodavand,Cola,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2352x637_4992x2777_zoom.jpg,2025-10-18,2025-10-24,Cola,"Fizzing fun, never boring—just ready to spark a laugh! 🐾"
10764839,10.0,Lemon Zero,Sodavand,Lemonsodavand,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2352x637_4992x2777_zoom.jpg,2025-10-18,2025-10-24,Lemon soda,"Sour and sweet, with a twist—fresh lemon meets fizzy fun. 🍋✨"
10764840,10.0,Exotic,Sodavand,Sodavand,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2352x637_4992x2777_zoom.jpg,2025-10-18,2025-10-24,Soda water,"Sip, splash, and smile—always ready for a refreshing twist! 🥤"
10764837,10.0,Coca Cola,Sodavand,Cola,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2352x637_4992x2777_zoom.jpg,2025-10-18,2025-10-24,Cola,"Fizzing with fun, I'm the cola that never stops dancing. 🎶"
10764841,10.0,Squash,Sodavand,Appelsinsodavand,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2352x637_4992x2777_zoom.jpg,2025-10-18,2025-10-24,Orange soda,"Citrusy refreshment, perfect for any occasion 🍊"
10764482,65.0,Pepsi Max,Sodavand,Cola 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_2_2396x2346_4961x4618_zoom.jpg,2025-10-18,2025-10-24,Cola 24 pk.,"Sip, sway, and never forget—Cola 24 pk. 🍹"
10764480,65.0,Faxe Kondi,Sodavand,Sportssodavand 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_2_2396x2346_4961x4618_zoom.jpg,2025-10-18,2025-10-24,Sports soda 24 pk.,"Sip, swing, and splash—sports soda for your energy boost! 🎉"
10764481,65.0,Lime,Sodavand,Cola 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_2_2396x2346_4961x4618_zoom.jpg,2025-10-18,2025-10-24,Cola 24 pk.,"Sip, splash, and never forget—Cola 24 pk. 🍹"
10764500,9.0,Levebrød,Rugbrød i Skiver,Solsikkerugbrød,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_3_1123x3389_2409x5005_zoom.jpg,2025-10-18,2025-10-24,"Sunflower-seed oil and its fractions, whether or not refined, but not chemically modified","Golden-brown, earthy, and perfectly aromatic — a taste of the sun in every drop. 🌞"
10738670,69.0,,Garn,Strikkepinde,1,8,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/41/63575/Netto412025-1_40_257x2327_1760x4406_zoom.jpg,2025-10-04,2025-10-31,Knitting needles,"Sew together moments, one stitch at a time 🎨 🧶"
10764831,3.0,Julebryg,Øl,Øl,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_1610x4799_3220x6871_zoom.jpg,2025-10-18,2025-10-24,Beer,"Sip, savour, and share—beer is the ultimate party fuel! 🍻"
10764469,9.0,Levebrød,Rugbrød i Skiver,Kernegrov Rugbrød,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_1_56x3732_2483x6465_zoom.jpg,2025-10-18,2025-10-24,Core gravel Rye bread,"Crunchy, hearty, and ready to crush your day—Core Gravel Rye Bread 🍞"
10764903,79.0,Rød,Øl,Øl 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_3226x4805_4923x6871_zoom.jpg,2025-10-18,2025-10-24,Beer 24 pc.,"""Raise a glass to good times—beer, beer, beer!"" 🍻"
10764904,79.0,"Grøn 0,0",Alkoholfrie Øl,Øl - Alkoholfri 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_3226x4805_4923x6871_zoom.jpg,2025-10-18,2025-10-24,Beer - Alcohol-free 24 pk.,"Sip without the buzz, pour without the pain 🍻"
10764901,79.0,Classic,Øl,Øl 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_3226x4805_4923x6871_zoom.jpg,2025-10-18,2025-10-24,Beer 24 pc.,"""Drunk on fun, always thirsty for a good laugh—beer, beer, beer!"" 🍻"
10764902,79.0,Grøn,Øl,Øl 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_3226x4805_4923x6871_zoom.jpg,2025-10-18,2025-10-24,Beer 24 pc.,"Sip, laugh, and let the beer flow—because life's too short for boring brews! 🍻"
10764519,10.0,Salling,Grønt,Broccoli,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_6_2652x593_4979x2646_zoom.jpg,2025-10-18,2025-10-24,Broccoli,"Crisp and nutritious, I'm the veggie that brings a healthy twist to any meal—just don't forget to add some fun! 🥬"
10764467,9.0,Levebrød,Sandwich & Toastbrød,Multikerne Sandwichbrød,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_1_56x3732_2483x6465_zoom.jpg,2025-10-18,2025-10-24,Multicolor Sandwich bread,"Slice of joy, wrapped in color—perfect for sharing, sharing, sharing! 🍞"
10764833,12.0,Pink,Sodavand,Lemonsodavand,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2309x2777_4948x4824_zoom.jpg,2025-10-18,2025-10-24,Lemon soda,Citrusy refreshment that makes every sip feel like a tropical vacation 🍋
10764834,12.0,ØGO,Sodavand,Hindbærsodavand,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2309x2777_4948x4824_zoom.jpg,2025-10-18,2025-10-24,Raspberry soda,"Sip, savor, and spark—raspberry soda is the refreshment that makes every day a little more delicious. 🍓✨"
10764537,18.0,Samsø,Grønt,Kartofler,1,1,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_7_2009x2814_4929x4680_zoom.jpg,2025-10-18,2025-10-24,Potatoes,"I'm the humble potato, ready to sprout into a superhero of the kitchen! 🌱💪"
10764832,12.0,ØGO,Sodavand,Lemonsodavand,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_2309x2777_4948x4824_zoom.jpg,2025-10-18,2025-10-24,Lemon soda,Citrusy refreshment that's never boring 🍋
10764540,6.0,Samsø,Grønt,Rødløg,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_7_37x4755_2334x6821_zoom.jpg,2025-10-18,2025-10-24,red onions,"Red onions: fiery, bold, and always ready to add a punch to any dish. 🍃"
10764535,12.0,Samsø,Grønt,Knoldselleri,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_7_31x69_2047x2584_zoom.jpg,2025-10-18,2025-10-24,Celeriac,"A root that turns bland into bold, with a twist of magic and a dash of curiosity. 🥕✨"
10764703,25.0,,Køkkenredskaber,Olie/eddike flaske,1,2,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_33_2564x0_4673x2384_zoom.jpg,2025-10-18,2025-10-24,Oil / vinegar bottle,"✨ Oil & vinegar lover, always ready to mix up a great salad or a tasty dip. 🍅"
10764547,8.0,ØGO,Pasta,Fuldkornsspaghetti,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_11_3631x5078_4941x6886_zoom.jpg,2025-10-18,2025-10-24,Whole grain spaghetti,"Spaghetti that's as wild as a summer breeze, served with a side of adventure. 🍝✨"
10764466,9.0,Levebrød,Boller & Morgenbrød,Multikerneboller,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_1_56x3732_2483x6465_zoom.jpg,2025-10-18,2025-10-24,Multikernels,✨ Super-smart kernels that make every meal a flavor explosion! 🌟
10764468,9.0,Levebrød,Boller & Morgenbrød,Chiaboller,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_1_56x3732_2483x6465_zoom.jpg,2025-10-18,2025-10-24,Chiabols,Chiabols: The ultimate snack that makes every day feel like a carnival — and your wallet feels like a winner! 🍫
10764510,3.5,ØGO,Juice,Æblejuice,1,0,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_4_1834x4655_4998x6815_zoom.jpg,2025-10-18,2025-10-24,Apple juice,"Tart and refreshing, I'm the juice that makes every day a little sweeter — 🍎✨"
10764671,35.0,,Køkkenartikler,Kagedåse,1,2,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_30_244x128_4925x3116_zoom.jpg,2025-10-18,2025-10-24,Cake cans,"Baked to perfection, ready to share joy 🍰"
10764585,18.0,Klar & Klassisk,Klar Suppe,Hønsekødssuppe,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_19_2427x2428_4904x4687_zoom.jpg,2025-10-18,2025-10-24,Chicken meat soup,"Sip, savor, and never let the flavor fade — I'm the ultimate comfort food! 🍳"
10764586,18.0,Klar & Klassisk,Klar Suppe,Oksekødssuppe,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_19_2427x2428_4904x4687_zoom.jpg,2025-10-18,2025-10-24,Beef soup,Sip and sizzle with beef soup—flavor that never sleeps. 🍲
10764557,19.0,Løgismose,Syrnet morgenmad,Appelsin Yoghurt ,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_12_1685x2131_3313x4728_zoom.jpg,2025-10-18,2025-10-24,Orange Yogurt,"Sour and sweet, perfect for a morning boost — or a guilty pleasure. 🍋"
10764559,19.0,Løgismose,Syrnet morgenmad,Pære & Banan Yoghurt ,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_12_1685x2131_3313x4728_zoom.jpg,2025-10-18,2025-10-24,Pear & Banan Yogurt,"Sweet, tangy, and creamy — the perfect blend of pear and banana in every bite! 🍎🍌"
10764668,59.0,,Service,Børneservice,1,3,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_30_3232x4850_4819x6910_zoom.jpg,2025-10-18,2025-10-24,Child care services,✨Child care services that make your day brighter!✨
10764660,59.0,,Diverse legetøj,Kuffert,1,3,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_29_212x3002_2865x5241_zoom.jpg,2025-10-18,2025-10-24,Suitcase,"✨Traveler with a suitcase full of stories, ready to explore the world. 🌍✈️"
10764656,5.0,,RTD,Pineapple Flavor Cocktail,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_18_2906x2318_4949x6853_zoom.jpg,2025-10-18,2025-10-24,Pineapple Flavor Cocktail,"Sour, sweet, and spicy—perfect for a night out with a side of fun! 🍑"
10764654,5.0,,RTD,Raspberry Flavor Cocktail,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_18_2906x2318_4949x6853_zoom.jpg,2025-10-18,2025-10-24,Raspberry Flavor Cocktail,"Sip, savor, and spark—because a raspberry flavor cocktail is the ultimate flavor explosion! 🍓✨"
10764655,5.0,,RTD,Lemon Flavor Cocktail,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_18_2906x2318_4949x6853_zoom.jpg,2025-10-18,2025-10-24,Lemon Flavor Cocktail,"Tropical twist in every sip, fueled by the zesty thrill of lemon—because life's too short for boring drinks. 🍋"
10764677,40.0,,Sokker/Strømper,Strømper,1,2,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_31_2979x3548_4770x6812_zoom.jpg,2025-10-18,2025-10-24,Stockings,✨Sock-clad wanderer with a knack for unexpected adventures!
10764465,49.0,Bistronne,Fjerkræ,And,1,2,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_1_2496x3894_4917x6384_zoom.jpg,2025-10-18,2025-10-24,Duck,I'm a duck who loves to quack into conversations and dive into adventures. 🐦
10764583,29.0,innocent,Juice,Tropisk Juice,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_13_2344x4940_4990x6804_zoom.jpg,2025-10-18,2025-10-24,Tropical Juice,"Sip on the vibes—Tropical Juice, ready to refresh your day! 🍹"
10764588,29.0,innocent,Juice,Æblejuice,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_13_2344x4940_4990x6804_zoom.jpg,2025-10-18,2025-10-24,Apple juice,"Tropical twist on a classic: ""Sip the sunshine, one apple juice at a time 🍎"""
10764589,29.0,innocent,Juice,Appelsinjuice,1,1,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_13_2344x4940_4990x6804_zoom.jpg,2025-10-18,2025-10-24,Orange juice,"Citrusy energy boost, made simple. 🍊"
10764974,11.0,Nordic Spirit,"Sæbe, bad, dusch",Flydende sæbe,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_26_50x811_3238x2839_zoom.jpg,2025-10-18,2025-10-24,Liquid soap,"Glow up, scrub off the chaos with a dash of sparkle! ✨"
10764534,22.0,,Grønt,Græskar,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_6_87x4680_3051x6864_zoom.jpg,2025-10-18,2025-10-24,Pumpkins,🎃 Glow up with a smile and a pumpkin spice twist!
10764545,9.0,Næmt,Dej Køl,Pizzadej,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_11_2214x55_4860x2677_zoom.jpg,2025-10-18,2025-10-24,Pizza dough,"Craving a fresh, cheesy bite? I'm the dough that brings pizza to life! 🍕"
10764896,12.0,Scoop,Koncentreret Saft,Hindbærsmag Læskedrik ,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_31x2833_2396x4818_zoom.jpg,2025-10-18,2025-10-24,Raspberry flavor Lunch drink,"Sip on flavor, refresh your day with a raspberry twist! 🍓"
10764898,12.0,Fun Light,Koncentreret Saft,Hindbær & Orange Læskedrik,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_31x2833_2396x4818_zoom.jpg,2025-10-18,2025-10-24,Raspberries & Orange Daisy,"✨ Fluffy pink petals with a tart raspberry twist, perfect for a morning latte or a wild salad. 🍓"
10764899,12.0,Fun Light,Koncentreret Saft,Citron Lime Læskedrik,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_23_31x2833_2396x4818_zoom.jpg,2025-10-18,2025-10-24,Lemon Lime Drink,"Sip, savor, and smile—because life's too bright without a little lemon lime spark! 🍹"
