data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date,translated_product,tinder_bio
10775352,20.0,Livskraft,Skalæg,Skrabeæg M/L,1,8,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_4_33x434_2407x2440_zoom.jpg,2025-10-25,2025-10-31,Skrabeæg M/L,"✨ Swirls of flavor, packed with life and flair, ready to turn any meal into a masterpiece!"
10775422,39.0,A+,Vaskemiddel,Vaskemiddel-tabs,1,14,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_6_53x4538_2499x6774_zoom.jpg,2025-10-25,2025-10-31,Laundry loss,"Wrinkle-free, but still need to wash—because life's too busy for wrinkles. 🧼✨"
10775964,30.0,,Hobbyartikler,Limstift,1,10,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_31_171x2427_1710x4611_zoom.jpg,2025-10-25,2025-10-31,Glue stick,"✨ Sticky fix, sticky charm, sticky love. 🧪"
10775980,30.0,,Papir,Papir,1,8,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_31_3104x5163_4913x6761_zoom.jpg,2025-10-25,2025-10-31,Paper,"Folded, folded, folded—paper is the quiet artist of the world. 📝"
10775567,10.0,,Diverse kontorartikler,Tape,1,2,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_35_151x285_4689x6756_zoom.jpg,2025-10-25,2025-10-31,Tape,"Tape: Glue the moment to memory, one sticky note at a time 🎉"
10775439,6.0,,Grønt,Løg,1,1,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_8_26x645_2532x3519_zoom.jpg,2025-10-25,2025-10-31,Bulb vegetables,"✨ Glow up with every bite, my vibrant energy never sleeps! 🌟"
10775581,25.0,,Bestik,Teske,1,4,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_36_206x5017_1763x6756_zoom.jpg,2025-10-25,2025-10-31,Teaspoons,"✨ Measure the magic, one spoon at a time."
10775282,59.0,Exotic,Sodavand,Appelsinsodavand 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_1_2427x3828_4998x6380_zoom.jpg,2025-10-25,2025-10-31,Orange soda 24 pk.,"Sip, savor, and smile—orange soda is the perfect punch to your day! 🍋"
10775277,59.0,Coca Cola,Sodavand,Cola 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_1_2427x3828_4998x6380_zoom.jpg,2025-10-25,2025-10-31,Cola 24 pk.,"Sip, savor, and never forget—Cola 24 pk. 🍹"
10775283,59.0,Orange,Sodavand,Appelsinsodavand 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_1_2427x3828_4998x6380_zoom.jpg,2025-10-25,2025-10-31,Orange soda 24 pk.,"Sip, savor, and smile—orange soda is the perfect punch to your day! 🍹"
10775281,59.0,Coca Cola Zero,Sodavand,Cola 24 pk.,24,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_1_2427x3828_4998x6380_zoom.jpg,2025-10-25,2025-10-31,Cola 24 pk.,"Sip, savor, and never forget—cola is life. 🍹"
10775870,2.5,Pilsner,Øl,Øl,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_2986x105_4972x2868_zoom.jpg,2025-10-25,2025-10-31,Beer,"""Raise your glass, life's too short for bad beer—slap, sip, and let the vibes flow. 🍻"""
10775871,2.5,Classic,Øl,Øl,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_2986x105_4972x2868_zoom.jpg,2025-10-25,2025-10-31,Beer,"""Raise your glass and let the good times roll 🍻"""
10775867,2.5,Light,Øl,Øl,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_2986x105_4972x2868_zoom.jpg,2025-10-25,2025-10-31,Beer,"""Raise your glass and let the good times roll—beer, vibes, and endless laughter!"" 🍻"
10775851,16.0,Faxe Kondi,Sodavand,Sportssodavand,1,2,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_112x4808_2538x6853_zoom.jpg,2025-10-25,2025-10-31,Sports soda,"Sip, sprint, and stay thirsty—sports soda is the ultimate energy boost! 🎉"
10775854,16.0,0 Kalorier,Sodavand,Sportssodavand,1,2,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_112x4808_2538x6853_zoom.jpg,2025-10-25,2025-10-31,Sports soda,"Sip, sprint, and stay fresh—because life's too short for boring drinks! 🥤"
10775852,16.0,Pepsi,Sodavand,Cola,1,2,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_112x4808_2538x6853_zoom.jpg,2025-10-25,2025-10-31,Cola,"Sip, savor, and spill—because life's too short for boring drinks. 🍹"
10738670,69.0,,Garn,Strikkepinde,1,8,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/41/63575/Netto412025-1_40_257x2327_1760x4406_zoom.jpg,2025-10-04,2025-10-31,Knitting needles,Needle-wielding dreamweaver turning yarn into magic 🎨
10775495,39.0,Hansens,Multipak,Solstang Ispinde,1,4,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_21_2435x4017_4998x6810_zoom.jpg,2025-10-25,2025-10-31,Sunpole Icepins,❄️ Icepinny the superhero of frozen fun!
10775497,39.0,Hansens,Multipak,Opayo Ispinde,1,4,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_21_2435x4017_4998x6810_zoom.jpg,2025-10-25,2025-10-31,Opayo Ispine,Opayo Ispine: The ultimate snack that makes your day just a bit more exciting! 🍽️
10775496,39.0,Hansens,Multipak,Blip Blop Ispinde,1,4,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_21_2435x4017_4998x6810_zoom.jpg,2025-10-25,2025-10-31,Blip Blop Icepins,"✨ Flip flop ice cubes, but with a twist! 🌟"
10775594,39.0,,Gryder og pander,Bordskåner,1,4,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_37_1775x4677_4780x6816_zoom.jpg,2025-10-25,2025-10-31,Table protector,"✨ Protect your table from spills and spills, one smooth surface at a time! 🛋️"
10775295,10.0,Rynkeby,Saft,Appelsin Frugtdrik ,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_2414x112_4919x2572_zoom.jpg,2025-10-25,2025-10-31,Orange Fruit Drink,"Citrus-curious, quenching thirst with a twist—perfect for any day! 🍊"
10775714,30.0,,Sokker/Strømper,Strømper,1,3,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_41_1721x5259_3041x6616_zoom.jpg,2025-10-25,2025-10-31,Stockings,✨ Wrap 'n' wrap with a twist—my favorite thing to wrap around your feet! ✨
10775294,10.0,Barista,Vegetabilske drikke,Havredrik,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_105x39_2321x2407_zoom.jpg,2025-10-25,2025-10-31,Oat drink,"✨ Brewed with oats, it's the perfect pick for any mood. 🌟"
10775320,10.0,Rynkeby,Saft,Multi Frugtdrik,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_2414x112_4919x2572_zoom.jpg,2025-10-25,2025-10-31,Multi Fruit Drink,"Sip, savor, and satisfy with a burst of flavor—perfect for any occasion! 🍓🌞"
10775293,10.0,Spir,Vegetabilske drikke,Risdrik,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_105x39_2321x2407_zoom.jpg,2025-10-25,2025-10-31,Rice drink,"Sip, savor, and soak in the flavor of life—just like a rice drink! 🍚"
10775308,10.0,ØGO,Grønt,Rødbeder,1,1,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_13_2817x436_4895x3853_zoom.jpg,2025-10-25,2025-10-31,Beetroot,"Rooty, vibrant, and super tasty — I'm the beetroot of the season! 🍃"
10775322,10.0,Rynkeby,Saft,Æble Frugtdrik ,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_2414x112_4919x2572_zoom.jpg,2025-10-25,2025-10-31,Apple Fruit Drink,"Juicy and zesty, I'm the apple fruit drink that brings a smile to your day! 🍎✨"
10775324,10.0,Rynkeby,Iste & Iskaffe,Ice Tea Fersken,1,1,krt.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_2414x112_4919x2572_zoom.jpg,2025-10-25,2025-10-31,Ice Tea Peaches,"Sip, savor, and smile—ice tea peaches are the perfect refreshment. 🍑"
10775290,10.0,Spir,Vegetabilske drikke,Havredrik,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_105x39_2321x2407_zoom.jpg,2025-10-25,2025-10-31,Oat drink,"✨ Brewed with oats, I'm the sweet, creamy companion that keeps your day flowing smoothly. 🌱"
10775291,10.0,Spir,Vegetabilske drikke,Havrekakao,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_105x39_2321x2407_zoom.jpg,2025-10-25,2025-10-31,Oat cacao,"✨ A sweet, creamy treat that brings warmth and joy to any moment! 🌟"
10775292,10.0,Spir,Vegetabilske drikke,Mandeldrik,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_105x39_2321x2407_zoom.jpg,2025-10-25,2025-10-31,Almond Drink,"✨ Smooth, creamy, and slightly sweet – the perfect drink to keep your day flowing!"
10775460,10.5,ØGO,Grønt,Bladselleri,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_9_1927x599_4978x3394_zoom.jpg,2025-10-25,2025-10-31,Celery,"Salty and sharp, but always ready to add a twist to any salad—fresh, crisp, and never boring. 🥕"
10775865,65.0,Blanche,Øl,Øl 18 pk.,18,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_2466x3506_4913x6939_zoom.jpg,2025-10-25,2025-10-31,Beer 18 pc.,"Sip, laugh, and let the beer flow—life's too short for boring moments. 🍻"
10775855,65.0,Heineken,Øl,Øl 18 pk.,18,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_2466x3506_4913x6939_zoom.jpg,2025-10-25,2025-10-31,Beer 18 pc.,"Sip, laugh, and let the beer speak—unfiltered, unapologetic, and always ready for a good time. 🍻"
10775866,65.0,Export,Øl,Øl 18 pk.,18,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_2466x3506_4913x6939_zoom.jpg,2025-10-25,2025-10-31,Beer 18 pc.,"Sip, laugh, and let the brew speak — I'm the beer that knows how to party. 🍻"
10775264,12.0,Yoggi,Syrnet morgenmad,Pære & Banan Yoghurt ,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_1_2506x1388_4972x3815_zoom.jpg,2025-10-25,2025-10-31,Pear & Banan Yogurt,"Sip on the sweet, creamy joy of pear and banana yogurt—nature's perfect blend of flavor and fizz. 🍐🍌"
10775266,12.0,Yoggi,Syrnet morgenmad,Jordbær Yoghurt ,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_1_2506x1388_4972x3815_zoom.jpg,2025-10-25,2025-10-31,Strawberries Yogurt,"Sweet, tangy, and always in season — perfect for a morning latte or a picnic. 🍓🍓"
10775452,12.0,Herkules,Rugbrød i Skiver,Rugbrødsskiver,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_19_103x4841_3211x6883_zoom.jpg,2025-10-25,2025-10-31,Rye bread slices,"Crumbly, golden, and ready to conquer any breakfast challenge 🍞"
10775299,10.0,,Frugt,Clementiner,1,0,bk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_39x2506_2446x4275_zoom.jpg,2025-10-25,2025-10-31,Clementines,"Citrusy joy, peel and pulp, ready to burst with flavor. 🍐"
10775313,10.0,Harvest Best,Grøntsager,Helbladet Spinat,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_39x4315_2433x6893_zoom.jpg,2025-10-25,2025-10-31,Chinese cabbages/pe-tsai,"Smells like a bustling market, tastes like a cozy home — pe-tsai, the vegetable that brings joy to every meal! 🌱✨"
10775318,10.0,Harvest Best,Grøntsager,Haricots Verts,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_39x4315_2433x6893_zoom.jpg,2025-10-25,2025-10-31,Haricots Verts,"A vibrant green bean that brings a splash of freshness to any dish, 🌱"
10775296,12.0,,Grønt,Kartofler,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_13_36x2096_1842x3890_zoom.jpg,2025-10-25,2025-10-31,Potatoes,"I'm the root of many meals, always fresh and ready to grow! 🍄"
10775454,13.96,ØGO,Mel & Melblandinger,Tipo 00 Hvedemel,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_9_2479x3177_4880x6873_zoom.jpg,2025-10-25,2025-10-31,Tipo 00 Wheat flour,"✨ Granola master, turning simple flour into golden chaos."
10775457,13.96,ØGO,Mel & Melblandinger,Manitobamel,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_9_2479x3177_4880x6873_zoom.jpg,2025-10-25,2025-10-31,Manitobamel,Manitobamel: The only one who can make your day brighter with a smile and a sprinkle of joy. 🌟
10775458,13.96,ØGO,Mel & Melblandinger,Ølands Hvedemel,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_9_2479x3177_4880x6873_zoom.jpg,2025-10-25,2025-10-31,Island Wheat flour,"Slightly sweet, slightly salty, and always ready to elevate your baking game 🌊✨"
10775459,13.96,ØGO,Mel & Melblandinger,Rugmel,1,1,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_9_2479x3177_4880x6873_zoom.jpg,2025-10-25,2025-10-31,Rye flour,"Rye flour: The bread of rebellion, baked with bold flavor and a touch of rebellion. 🍞"
10775314,10.0,Harvest Best,Grøntsager,Fine Ærter,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_39x4315_2433x6893_zoom.jpg,2025-10-25,2025-10-31,Fine Peas,"✨ Whisked in a pod, we're the perfect blend of spice and surprise—ready to elevate any meal with a touch of whimsy. ✨"
10775286,15.0,ØGO,Grønt,Hokkaidogræskar,1,1,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_11_1242x5259_2478x6871_zoom.jpg,2025-10-25,2025-10-31,Hokkaido pumpkin,"🎃 Harvested with a smile, Hokkaido pumpkin brings a dash of warmth and flavor to every bite!"
10775835,5.0,Lemon & Ingefær,Sodavand,Sodavand,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_66x132_1789x2887_zoom.jpg,2025-10-25,2025-10-31,Soda water,"Fizzing fun, never boring—soda water keeps it light and lively. 🚀"
10775824,5.0,Appelsin & Blodappelsin,Sodavand,Sodavand,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_66x132_1789x2887_zoom.jpg,2025-10-25,2025-10-31,Soda water,"Fizzing fun, never boring — just a refreshing splash of joy. 🌟"
10775836,5.0,Lime & Hyldeblomst,Sodavand,Sodavand,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_66x132_1789x2887_zoom.jpg,2025-10-25,2025-10-31,Soda water,"Fizzing fun, never boring — just a refreshing twist on life. 🌟"
10775873,5.0,Citron & Rosengeranium,Sodavand,Sodavand,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_66x132_1789x2887_zoom.jpg,2025-10-25,2025-10-31,Soda water,"Fizzing fun, never boring — just a splash of joy in every sip! 🌟"
10775838,6.0,Maaza,Sodavand,Sparkling Guava,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_1598x0_3268x2848_zoom.jpg,2025-10-25,2025-10-31,Sparkling Guava,✨ Sparkling Guava: Juice your day with a twist! 🍐
10775886,6.0,Maaza,Sodavand,Sparkling Mango,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_27_1598x0_3268x2848_zoom.jpg,2025-10-25,2025-10-31,Sparkling Mango,"Sparkling Mango: A burst of sunshine and sweetness, ready to brighten your day 🌟"
10775419,39.0,Dun-let,Skyllemiddel,Skyllemiddel,1,2,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_6_53x4538_2499x6774_zoom.jpg,2025-10-25,2025-10-31,Sliding agent,"✨ Sliding agent – smooth out the chaos, one sticky moment at a time! ✨"
10775595,39.0,,Køkkenartikler,Dispenser,1,2,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_37_285x2399_1672x4623_zoom.jpg,2025-10-25,2025-10-31,Dispenser,"✨ Dispense your ideas, one clever thought at a time. ✨"
10775593,79.0,,Bestik,Kagegaffel,1,4,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_37_1733x2460_3302x4599_zoom.jpg,2025-10-25,2025-10-31,Cake fork,"Slice, stir, and share—cake fork's perfect punch. 🍰"
10775442,4.97,Coffee & Milk,Iste & Iskaffe,Iskaffe,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_8_26x3631_2170x6814_zoom.jpg,2025-10-25,2025-10-31,Ice coffee,"Cold brew with a twist — ice, coffee, and a dash of rebellion. 🍵☕"
10775310,10.0,,Grønt,Jordskokker,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_13_2817x436_4895x3853_zoom.jpg,2025-10-25,2025-10-31,Jerusalem artichokes,"Savor the earth's flavor in every bite, 🌱✨"
10775312,10.0,Harvest Best,Grøntsager,Wok Mix,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_39x4315_2433x6893_zoom.jpg,2025-10-25,2025-10-31,Wok Mix,"🔥 Stir-fry your day with Wok Mix — quick, tasty, and perfectly cooked! 🍳"
10775432,10.0,Arla Protein,Mellemmåltider,Proteindrik Chocolate,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_18_3199x715_4998x2902_zoom.jpg,2025-10-25,2025-10-31,Protein Drink Chocolate,✨ Boost your energy with a sweet twist! 🍫
10775440,10.0,Arla Protein,Mellemmåltider,Proteindrik Strawberry & Raspberry,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_18_3199x715_4998x2902_zoom.jpg,2025-10-25,2025-10-31,Protein Drink Strawberry & Raspberry,"Sip on flavor, fueled by protein and sweet vibes — perfect for any adventure! 🍓🍓"
10775300,10.0,ØGO,Grønt,Pastinakker,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_13_2817x436_4895x3853_zoom.jpg,2025-10-25,2025-10-31,Parsnips,"A root that brings sweetness to the soul, with a dash of earthy fun. 🍄"
10775325,10.0,Mountain Blast,Energi- Sports- & Vitamindrikke,Sportsdrik,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_2414x112_4919x2572_zoom.jpg,2025-10-25,2025-10-31,Sports drink,"Hydrate and hype, anytime, anywhere! 🍔💪"
10775349,10.0,XBC,Bodylotion,Bodylotion,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_3_2479x112_4906x2453_zoom.jpg,2025-10-25,2025-10-31,Body lotion,"Glow up, baby! 🌟 Moisturize your skin and your vibe with every drop."
10775915,15.0,Duck,Rengøringsmidler,WC-rens,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_28_33x4755_1677x6886_zoom.jpg,2025-10-25,2025-10-31,WC-cleansing,"Wash, clean, and shine—my daily ritual! 🧼"
10775708,5.0,Bon Asia,Nudler,Nudler,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_25_39x2854_1716x4828_zoom.jpg,2025-10-25,2025-10-31,Noodles,"Satisfy your cravings with a bowl of noodles—crispy, comforting, and always ready to elevate your day. 🍜"
10775326,10.0,Mountain Blast Zero,Energi- Sports- & Vitamindrikke,Sportsdrik,1,0,fl.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_2414x112_4919x2572_zoom.jpg,2025-10-25,2025-10-31,Sports drink,"Hydrate and hype, ready to crush any challenge! 🍔💪"
10775604,5.0,Harvest Best,Grønt,Bønner,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_25_85x118_1762x2808_zoom.jpg,2025-10-25,2025-10-31,Beans,Bean-blasted adventures await—where every snack is a flavor explosion! 🌱✨
10775474,22.0,ØGO,Ris,Jasminris,1,1,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_10_33x3834_1664x6959_zoom.jpg,2025-10-25,2025-10-31,Jasmine,"Scented with warmth and mystery, I'm here to make your day just a little more fragrant. 🌿"
10775445,9.97,Mutti,Grønt,Tomater,1,0,ds.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_8_2348x4420_4932x6899_zoom.jpg,2025-10-25,2025-10-31,Tomatoes,"Red, juicy, and ready to burst—like a tomato in a perfect state of love. 🍅"
10775356,20.0,Danonino,Mellemmåltider,Drikkeyoghurt Jordbær,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_4_2328x191_4899x2420_zoom.jpg,2025-10-25,2025-10-31,Drinking yoghurt Strawberry,"Sip, swirl, and smile—strawberry yogurt is the perfect refreshment! 🍓"
10775342,10.0,Fiona&Friends,"Sæbe, bad, dusch",Flydende sæbe,1,0,stk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_3_2387x4288_4972x6880_zoom.jpg,2025-10-25,2025-10-31,Liquid soap,"Glow up, scrub off the chaos with a splash of style! 🧼"
10775315,10.0,Harvest Best,Grøntsager,Mukimame Bønner,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_2_39x4315_2433x6893_zoom.jpg,2025-10-25,2025-10-31,Mukimame Beans,✨ Sprinkle some magic into your day with mukimame beans—perfect for sparking joy and keeping things fresh! 🌟
10775409,25.0,Cheasy,Syrnet morgenmad,Vanilje Skyr ,1,1,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_18_24x2817_1696x4811_zoom.jpg,2025-10-25,2025-10-31,Vanilla Skyr,"Syrup of joy, with a twist of vanilla and a sprinkle of sweetness. 🍯"
10775411,25.0,Cheasy,Syrnet morgenmad,Naturel Skyr ,1,1,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_18_24x2817_1696x4811_zoom.jpg,2025-10-25,2025-10-31,Natural Skyr,"Skyr that tastes like a rainbow, but with a sprinkle of joy. 🌈"
10775410,25.0,Cheasy,Syrnet morgenmad,Mango & Lime Skyr ,1,1,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/44/63737/Netto432025-1_18_24x2817_1696x4811_zoom.jpg,2025-10-25,2025-10-31,Mango & Lime Skyr,"Sour and sweet, tangy and creamy—skyrocket your morning with a twist of paradise. 🌟"
