data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,start_date,end_date,public_urls,translated_product,tinder_bio
10834256,24.0,Espresso Ristretto,Kapselkaffe,Kaffekapsler,1,10,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810484/2025-11-22/10834256.jpg,Coffee capsules," ☕️ Sip, swap, and sip some more—because every cup tells a story."
10834261,24.0,Espresso Supremo,Kapselkaffe,Kaffekapsler,1,10,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810484/2025-11-22/10834261.jpg,Coffee capsules,"☕️ Sip, sip, and savor the perfect cup every single day."
10834228,24.0,Espresso Lungo Profondo,Kapselkaffe,Kaffekapsler,1,10,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810485/2025-11-22/10834228.jpg,Coffee capsules," ☕️ Sip, savor, and steal—because life's too short for boring coffee."
10834258,24.0,Espresso Lungo Elegante,Kapselkaffe,Kaffekapsler,1,10,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810485/2025-11-22/10834258.jpg,Coffee capsules," ☕️ Sip, sip, and stay fueled—because every cup is a new adventure."
10834455,5.0,Nordic Well,Kildevand m/u brus,Mineralvand,1,2,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810485/2025-11-22/10834455.jpg,Mineral water,"✨ Always refreshing, never stagnant."
10834127,26.0,ØGO,Skalæg,Økologiske æg M/L,1,10,bk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810486/2025-11-22/10834127.jpg,Organic eggs M/L,"✨ Eco-friendly eggs, perfect for any breakfast adventure! 🥚"
10833991,6.0,,Jul,Dekorationsler,1,2,stk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810486/2025-11-22/10833991.jpg,Decorations,"✨ Festive flair, sparkly and sparkling! 🌟"
10833968,10.0,Godt Papir,Husholdningspapir,Køkkenrulle,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810487/2025-11-22/10833968.jpg,Kitchen roll,"Rolling up the fun, ready to make any meal feel like a celebration 🍽️"
10834488,10.0,Godt Papir,Husholdningspapir,Køkkenrulle,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810487/2025-11-22/10834488.jpg,Kitchen roll,"✨ Fold, fold, fold – my job is to keep your meals tidy!"
10834008,15.0,,Bånd/papir,Gaveæske,1,4,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810488/2025-11-22/10834008.jpg,Gift Box,"🎁 Surprise deliverer of joy, ready to open your day with a smile!"
10833979,5.0,,Grønt,Agurk,1,1,stk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810488/2025-11-22/10833979.jpg,Agurk,A fiery orange vegetable that brings a smile to your face and a spark to your day 🍊
10834022,15.0,,Bånd/papir,Gavepose,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810489/2025-11-22/10834022.jpg,Gift bag,"🎁 Treasure trove of surprises, delivered with love—just wait till you open it!"
10834341,25.0,Domestos,Rengøringsmidler,WC-flush,1,5,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810489/2025-11-22/10834341.jpg,WC-flush,"Wash, clean, and go—just like you would before your next trip! 🧼"
10834070,6.0,ØGO,Grønt,Porrer,1,1,stk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810489/2025-11-22/10834070.jpg,Leek,"I’m a humble leek, always ready to add a bit of flavor to your day 🌱"
10834053,25.0,,Lys/lyskæder,LED fyrfadslys,1,4,stk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810490/2025-11-22/10834053.jpg,LED tea light,✨ Glow up your space with a little sparkle! ✨
10834011,25.0,,Jul,Knallerter,1,4,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810490/2025-11-22/10834011.jpg,Mopeds,"Rides with a flair, dirt and style — just don't ask me to clean the house. 🚗✨"
10834286,10.0,Lemon,Sodavand,Cola,1,1,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810490/2025-11-22/10834286.jpg,Cola,"Sip, sip, and never stop savoring the sweet, fizzy joy of life. 🍹"
10834282,10.0,Faxe Kondi,Sodavand,Sportssodavand,1,1,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810491/2025-11-22/10834282.jpg,Sports soda,"Sip, sprint, and smile—sports soda keeps you fueled! 🎉"
10833972,10.0,0 Kalorier,Sodavand,Sportssodavand,1,1,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810491/2025-11-22/10833972.jpg,Sports soda,"Sip, sweat, and shine—sports soda is the ultimate energy booster! 🎉"
10834283,10.0,Pepsi Max,Sodavand,Cola,1,1,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810492/2025-11-22/10834283.jpg,Cola,"Fizzing with fun, I'm the perfect companion for any lazy afternoon. 🐾"
10834134,14.0,Gluten Flour,Mel & Melblandinger,Hvedemel,1,2,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810492/2025-11-22/10834134.jpg,Wheat flour,"Breaded with flavor, crusty with life, and always ready to rise. 🍞"
10834013,30.0,,Jul,Knallerter,1,4,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810493/2025-11-22/10834013.jpg,Mopeds,"Ride, ride, ride—cleaner than a broom, but faster than a boss. 🚗✨"
10834100,12.0,Grøntriget,Frugt,Æbler,1,1,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810493/2025-11-22/10834100.jpg,Apples,"Red delicious, always fresh, and never boring — just the perfect apple to share with friends. 🍎"
10834226,25.0,Magnum,Multipak,Almond ispinde,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810494/2025-11-22/10834226.jpg,Almond Popsicle,"Swirl of sweet, creamy, and fun—just a popsicle to melt your day! 🍦"
10834230,25.0,Magnum,Multipak,Double Gold Caramel Billionaire ispinde,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810494/2025-11-22/10834230.jpg,Double Gold Caramel Billionaire Popsicle,✨ Double Gold Caramel Billionaire Popsicle 🍦
10834231,25.0,Magnum,Multipak,Euphoria Ispinde ,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810494/2025-11-22/10834231.jpg,Euphoria Ispine,✨Euphoria Ispine: The ultimate glow-up that makes your day shine brighter than the next sunrise.✨
10834047,25.0,ØGO,Grønt,Avocado,1,3,bk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810495/2025-11-22/10834047.jpg,Avocado,"Sunny, creamy, and perfectly ripe — the avocado's secret to a delicious day. 🍐"
10834233,25.0,Magnum,Multipak,Utopia Double Hazelnut,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810495/2025-11-22/10834233.jpg,Utopia Double Hazelnut,"✨ The ultimate flavor of paradise, delivered in every bite. 🌟"
10834234,25.0,Solero Exotic,Multipak,Ispinde,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810496/2025-11-22/10834234.jpg,Popsicles,"Tastes like sunshine, but I'm just a popsicle. 🍊"
10834157,25.0,,Køkkenartikler,Plastikbøtter,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810496/2025-11-22/10834157.jpg,Plastic buckets,✨ Trash can superhero 🛠️
10834229,25.0,Magnum,Multipak,Classic ispinde,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810497/2025-11-22/10834229.jpg,Classic Popsicles,"Melt in your mouth, freeze in your heart — classic popsicles, always. 🍦"
10834232,25.0,Magnum,Multipak,Utopia Double Cherry Ispinde,1,3,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810497/2025-11-22/10834232.jpg,Utopia Double Cherry Ispine,"✨ The ultimate flavor of paradise, with a twist of cherry and a dash of magic. 🌟"
10834161,35.0,,Glas,Glas,1,4,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810497/2025-11-22/10834161.jpg,Glass,"✨ Reflecting, breaking, and reframing—like a glass in motion. ✨"
10834466,8.95,Bell's,Gryn,Finvalsede Havregryn ,1,1,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810498/2025-11-22/10834466.jpg,Fine-rolled oatmeal,"Soothe your day with a sprinkle of warmth and comfort—fine-rolled oatmeal, naturally. 🌟"
10834298,65.0,Pilsner,Øl,Øl 20 pk.,20,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810498/2025-11-22/10834298.jpg,Beer 20 pc.,"🍺 20 pc. of beer, ready to roll. 🍻"
10833990,65.0,Classic,Øl,Øl 20 pk.,20,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810499/2025-11-22/10833990.jpg,Beer 20 pc.,"Sip, laugh, and let the beer flow—because life's too short for boring moments. 🍻"
10834062,99.0,Feinschmecker,Sokker/Strømper,Strømper,1,10,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810499/2025-11-22/10834062.jpg,Stockings,✨Sew your own story with every stitch!✨
10834300,65.0,XMAS,Øl,Øl 18 pk.,18,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810499/2025-11-22/10834300.jpg,Beer 18 pc.,"""Crafting moments with a pour of joy, one beer at a time. 🍻"""
10834309,10.0,Tørst,Saft,Rabarberdrik,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810500/2025-11-22/10834309.jpg,Rhubarb drink,"Sip on sweet, tangy, and slightly bitter joy—rhubarb drink. 🍓✨"
10834315,10.0,Tørst,Iste & Iskaffe,Ice Tea Fersken,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810501/2025-11-22/10834315.jpg,Ice Tea Peaches,"Sip, scream, and sprinkle joy—Ice Tea Peaches. 🍑"
10834055,59.0,Feinschmecker,Sokker/Strømper,Strømper,1,5,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810502/2025-11-22/10834055.jpg,Stockings,"✨ Unzip your dreams, one knot at a time. ✨"
10834122,14.0,Lacto FREE,Mælk,Letmælk,1,1,krt.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810502/2025-11-22/10834122.jpg,Light milk,✨ Light up your day with a little milk magic! ✨
10834120,14.0,Lacto FREE,Mælk,Minimælk,1,1,krt.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810503/2025-11-22/10834120.jpg,Mini-milk,"Sip on the perfect little dose of flavor, one tiny cup at a time. 🍵"
10834123,14.0,Lacto FREE,Mælk,Sødmælk,1,1,krt.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810503/2025-11-22/10834123.jpg,Whole milk,"Smooth, creamy, and slightly sweet — the perfect companion to any afternoon treat. 🍼"
10834465,14.5,Rice Market,Ris,Jasminris,1,1,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810504/2025-11-22/10834465.jpg,Jasmine,"Scented with calm and charm, I'm here to make your day just a little more fragrant. 🌸"
10834071,12.0,ØGO,Grønt,Gulerødder,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810504/2025-11-22/10834071.jpg,Carrots,"Carrot-shaped dreams, sliced and served with joy 🥕"
10834072,15.0,,Frugt,Pomelo,1,1,stk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810504/2025-11-22/10834072.jpg,Pomelo,"Pomelo: Sassy, sweet, and always ready for a good laugh 🍑"
10834068,10.0,,Grønt,Kartofler,1,0,bk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810505/2025-11-22/10834068.jpg,Potatoes,"I'm a hearty potato, always ready to cook up a storm! 🧁"
10834215,6.0,Heinz,"Suppe, Boullion & Fond",Tomatsuppe,1,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810505/2025-11-22/10834215.jpg,Tomato soup,"Sip, savor, and smile—tomato soup is the ultimate flavor bomb! 🍅"
10834159,35.0,,Gryder og pander,Bordskåner,1,2,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810505/2025-11-22/10834159.jpg,Table protector,✨ Shields your table from spills and surprises! ✨
10833997,10.0,Arla Protein,Mellemmåltider,Proteindrik Chocolate,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810506/2025-11-22/10833997.jpg,Protein Drink Chocolate,"Sip, snack, and satisfy—because protein is the real dessert! 🍫💪"
10834317,10.0,Vitamin By State Zero Citrus & Hylde,Energi- Sports- & Vitamindrikke,Energidrik,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810506/2025-11-22/10834317.jpg,Energy Drink,"💥 Boost your energy, keep your vibe high—because life's too short for low energy! 🌟"
10834316,10.0,Vitamin By State Lemonade,Energi- Sports- & Vitamindrikke,Energidrik,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810507/2025-11-22/10834316.jpg,Energy Drink,"💥 Stay charged, never tired—because I’m the energy that keeps you moving! 🚀"
10834138,5.0,Coffee & Milk,Iste & Iskaffe,Iskaffe,1,0,stk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810507/2025-11-22/10834138.jpg,Ice coffee,"❄️ Ice coffee: The perfect chill for your day, served with a side of frost."
10834133,10.0,La Campagna,Pasta,Fusilli,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810508/2025-11-22/10834133.jpg,Fusilli,Fusilli: The pasta that turns ordinary meals into epic adventures 🍝✨
10834026,10.0,JuleBryg,Specialøl,Specialøl,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810508/2025-11-22/10834026.jpg,Special beer,"🍺✨ ""Special beer, never ordinary."""
10833999,10.0,Arla Protein,Mellemmåltider,Proteindrik Strawberry & Raspberry,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810508/2025-11-22/10833999.jpg,Protein Drink Strawberry & Raspberry,"Sip on flavor, fuel your day with this sweet and savory boost! 🍓🍓"
10834027,10.0,ElleBryg Jul,Alkoholfrie Øl,Øl - Alkoholfri,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810509/2025-11-22/10834027.jpg,Beer - Alcohol Free,"Sip, savor, and skip the rules — beer, unapologetically. 🍻"
10834021,14.0,ØGO,Rugbrød i Skiver,Kernerugbrød,1,0,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810509/2025-11-22/10834021.jpg,"Crustaceans (Crustaceans spp., Crustaceans spp., Crustaceans spp., Crustaceans spp., Crustaceans spp","✨ Crustacean conqueror, ocean lover, and always ready for a fight! 🐙"
10834333,99.0,Neutral,Vaskemiddel,Vaskepulver,1,4,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810510/2025-11-22/10834333.jpg,Washing powder,Wash your doubts away with a splash of confidence! 🧼✨
10834303,12.0,Ultra Peachy Keen,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810510/2025-11-22/10834303.jpg,Energy Drink,💥 Never underestimate the power of a quick shot—life's too short for flat energy.
10834297,12.0,Energy,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810510/2025-11-22/10834297.jpg,Energy Drink,"💥 Supercharged energy, anytime, anywhere! 🌟"
10834301,12.0,Lewis Hamilton Zero Sugar,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810511/2025-11-22/10834301.jpg,Energy Drink,💥 Never underestimate the power of a quick jolt—because life's too short for slow vibes.
10834302,12.0,Rio Punch,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810512/2025-11-22/10834302.jpg,Energy Drink,"💥 Turbocharged energy, fueled by life — because you never want to miss a beat. 🌟"
10834238,12.0,ØGO,Grøntsager,Helbladet Spinat,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810512/2025-11-22/10834238.jpg,Chinese cabbages/pe-tsai,"Crispy, tangy, and full of flavor—pe-tsai is the kitchen's ultimate surprise! 🌱"
10834299,12.0,Ultra Rosa,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810514/2025-11-22/10834299.jpg,Energy Drink,"💥 Supercharged with energy, ready to conquer anything!"
10834166,99.0,,Køkkenredskaber,Skærebræt,1,4,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810515/2025-11-22/10834166.jpg,Cutting board,Chef's kitchen warrior 🍴🔥
10834321,10.0,Lime Orange,Energi- Sports- & Vitamindrikke,Energidrik,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810515/2025-11-22/10834321.jpg,Energy Drink,"💥 Supercharged with energy, ready to conquer anything!"
10834324,10.0,Pineapple Zero,Energi- Sports- & Vitamindrikke,Energidrik,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810516/2025-11-22/10834324.jpg,Energy Drink,💥 Never forget to charge your batteries—because life's too short for flat energy!
10834308,10.0,Lime Orange Zero,Energi- Sports- & Vitamindrikke,Energidrik,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810516/2025-11-22/10834308.jpg,Energy Drink,"💥 Turbocharged with energy, I'm here to keep you moving! 🚀"
10834322,10.0,Pineapple,Energi- Sports- & Vitamindrikke,Energidrik,1,0,fl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810517/2025-11-22/10834322.jpg,Energy Drink,"💥 Supercharged with energy, ready to conquer anything! 🌟"
10833983,10.0,Bistronne,Færdigretter Frost,Kyllingenuggets,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810517/2025-11-22/10833983.jpg,Chicken uggets,"Sizzling with flavor, ready to ignite your taste buds! 🍗"
10834287,25.0,Curré,Gløgg,Gløgg,1,1,krt.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810518/2025-11-22/10834287.jpg,Turnips,"Turnip: I'm the root of winter's secret, ready to burst with flavor and sass. 🥕✨"
10834340,25.0,Vel,Opvask,Opvaskemiddel,1,1,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810518/2025-11-22/10834340.jpg,Dishwasher,"Wash the dishes, clean the mess, and leave the world sparkling — I'm the dishwasher! 🧼"
10834147,25.0,Athena,Syrnet morgenmad,Græsk Yoghurt 0%,1,1,bg.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810518/2025-11-22/10834147.jpg,Greek Yogurt 0%,"Savory, creamy, and guilt-free—just the right amount of probiotics for my day. 🥤"
10834150,25.0,Athena,Syrnet morgenmad,Græsk Yoghurt 10%,1,1,bg.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810518/2025-11-22/10834150.jpg,Greek Yogurt 10%,Slaying the day with a sprinkle of probiotics and a dash of confidence. 🥤
10834045,50.0,,Jul,Julekugler,1,2,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810519/2025-11-22/10834045.jpg,Christmas balls,✨ Sparkle and swirl with the holiday cheer — I'm the star of the season! ✨
10834149,25.0,Athena,Syrnet morgenmad,Græsk Yoghurt 2%,1,1,bg.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810519/2025-11-22/10834149.jpg,Greek Yogurt 2%,"Satisfy your cravings with a creamy, fresh Greek Yogurt 2% — perfect for breakfast, snack, or a healthy treat. 🥤"
10834025,20.0,Signaturbrød Fanøbrød,Rugbrød i Skiver,Rugbrødsskiver,1,0,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810520/2025-11-22/10834025.jpg,Rye bread slices,"Crunchy, bold, and ready to conquer any breakfast challenge ☐"
10834236,12.0,ØGO,Grøntsager,Wokblanding,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810521/2025-11-22/10834236.jpg,Wok mixture,"Sizzling with flavor, ready to conquer any meal! 🍳🔥"
10834039,10.0,Mex & Co,Mexicansk,Tortillawrap,1,0,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810521/2025-11-22/10834039.jpg,Tortillawrap,"Wrap the world in a golden, fluffy embrace — and let the world wrap back at your feet. 🌟"
10834113,9.0,Mex & Co,Mexicansk,Salsa dip,1,0,gl.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810522/2025-11-22/10834113.jpg,Salsa dip,Salsa dip: The ultimate flavor bomb that turns any snack into a party! 🌮
10834002,12.0,LingonGrova,Rugbrød i Skiver,Rugbrødsskiver,1,0,pk.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810522/2025-11-22/10834002.jpg,Rye bread slices,"Crunchy, hearty, and ready to conquer any breakfast challenge 🍞"
10834000,12.0,Javisst,Boller & Morgenbrød,Boller,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810523/2025-11-22/10834000.jpg,Balls,"Bouncing with a bounce, always ready to roll! 🌟"
10834239,12.0,ØGO,Grøntsager,Ærter,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810523/2025-11-22/10834239.jpg,Peas,"Sprout, sprout, sprout—nature's little green gems, always fresh and full of life! 🌱"
10834240,12.0,ØGO,Grøntsager,Majskolber,1,0,ps.,Netto,2025-11-22,2025-11-28,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763810524/2025-11-22/10834240.jpg,Maize (corn) cobs,"Sweet, juicy, and full of flavor—maize cob is the star of the kitchen! 🌽"
