data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,start_date,end_date,public_urls,translated_product,tinder_bio
10821160,50.0,,Stearinlys,Stearinlys,1,8,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205660/2025-11-15/10821160.jpg,Candles,✨ Glow up your day with a little light and warmth 🌙
10821117,20.0,,Køkkenredskaber,Nøddeknækker,1,3,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205660/2025-11-15/10821117.jpg,Nutcracker,"Nutcracker: Cracks open the world with a single swing, leaving joy and surprise in its wake. 🎉"
10821101,30.0,,Stearinlys,Rillede Stearinlys,1,4,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205661/2025-11-15/10821101.jpg,Candle-stripped candles,✨ Glow up with a touch of magic—candle-stripped candles bring the night to your doorstep! 🌙
10821102,30.0,,Stearinlys,Snoede Stearinlys,1,4,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205663/2025-11-15/10821102.jpg,Winding Candles,✨ Winding Candles 🌙 - Lighting up the quiet moments of your day.
10821209,15.0,Nord Home LIving,Stearinlys,Stearinlys,1,2,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205663/2025-11-15/10821209.jpg,Candles,"✨ Glow up, one candle at a time. ✨"
10821079,14.0,Coca Cola Zero,Sodavand,Cola,1,1,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205663/2025-11-15/10821079.jpg,Cola,"Fizzing fun, never boring — just a refreshing splash of joy. 🐾"
10821078,14.0,Coca Cola,Sodavand,Cola,1,1,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205664/2025-11-15/10821078.jpg,Cola,"Sip, sizzle, and spark—always ready to refresh your day! 🍹"
10821080,14.0,Orange,Sodavand,Appelsinsodavand,1,1,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205664/2025-11-15/10821080.jpg,Orange soda,"Sip, savor, and smile—orange soda is the perfect punch of flavor. 🍊"
10821081,14.0,Exotic,Sodavand,Sodavand,1,1,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205665/2025-11-15/10821081.jpg,Soda water,"Sip, sip, and never stop laughing—because life's too short for boring drinks! 🍹"
10820828,20.0,Capri-Sun,Saft,Frugtdrik Monsteralarm,1,2,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205665/2025-11-15/10820828.jpg,Fruit Drink Monster Alarm,✨ Waking up to the smell of ripe fruit and a perfect breakfast! 🍎
10821197,30.0,VINSON POLO CLUB,Sokker/Strømper,Strømper,1,3,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205665/2025-11-15/10821197.jpg,Stockings,"✨ Unzip your dreams, one knot at a time. 🌟"
10821121,20.0,Bref,Rengøringsmidler,WC-flush,1,2,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205666/2025-11-15/10821121.jpg,WC-flush,"Flush the fun, one swipe at a time 🚰✨"
10820827,20.0,Capri-Sun,Saft,Frugtdrik Safari Fruits,1,2,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205667/2025-11-15/10820827.jpg,Fruit Drink Safari Fruits,"✨Sip, swing, and snack your way through a fruit-filled adventure! 🍎✈️"
10820829,20.0,Capri-Sun,Saft,Frugtdrik Orange,1,2,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205667/2025-11-15/10820829.jpg,Fruit Drink Orange,"Sip on the sweet, tangy vibes—because life's too short for boring drinks! 🍊"
10820819,6.0,Bakersfield,Dybfrost Kager & Tærter,Æbleskiver,1,0,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205667/2025-11-15/10820819.jpg,Apple slices,"Slice of joy, always. 🍎"
10820843,6.0,Dansukker,Sukker,Flormelis,1,0,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205668/2025-11-15/10820843.jpg,Flormellis,Flormellis: The plant that turns your day into a botanical masterpiece 🌱✨
10820888,10.0,,Grønt,Kartofler,1,0,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205668/2025-11-15/10820888.jpg,Potatoes,"I'm a humble potato, ready to mash, boil, or fry your day! 🍄"
10821061,89.0,Coca Cola,Sodavand,Cola 24 pk.,24,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205668/2025-11-15/10821061.jpg,Cola 24 pk.,"Fizzing fun, never boring—just ready to spark a conversation! 🍹"
10821063,89.0,Coca Cola Zero,Sodavand,Cola 24 pk.,24,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205669/2025-11-15/10821063.jpg,Cola 24 pk.,"Sip, savor, and never forget—Cola 24 pk. 🍹"
10821064,89.0,Zero,Sodavand,Sportssodavand 24 pk.,24,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205669/2025-11-15/10821064.jpg,Sports soda 24 pk.,"Sip, sprint, and smile—sports soda keeps you fueled! 🍸"
10821065,89.0,Squash,Sodavand,Ferskensodavand Sukkerfri 24 pk.,24,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205670/2025-11-15/10821065.jpg,Peach soda Sugar-free 24 pk.,"Sweet, sugar-free peach soda — perfect for a refreshing twist on classic soda. 🍑"
10820820,12.0,Yoggi,Syrnet morgenmad,Kirsebær Yoghurt ,1,1,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205670/2025-11-15/10820820.jpg,Cherries Yogurt,"Cherries Yogurt: Sip, savor, and sweeten the day with a burst of flavor. 🍒✨"
10820821,12.0,Yoggi,Syrnet morgenmad,Pære & Banan Yoghurt ,1,1,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205671/2025-11-15/10820821.jpg,Pear & Banan Yogurt,"Sip on the sweetest blend of pear and banana, and let your taste buds dance with joy! 🍐🍌"
10820822,12.0,Yoggi,Syrnet morgenmad,Jordbær Yoghurt ,1,1,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205671/2025-11-15/10820822.jpg,Strawberries Yogurt,"Sour, sweet, and perfect for a morning snack 🍓酸奶"
10821162,25.0,Bodyguide Underwear,Dametøj,Strømpebukser,1,2,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205671/2025-11-15/10821162.jpg,Pantyhose,"✨ Invisible superhero, but always ready to support your vibe!"
10820837,79.0,Heineken,Øl,Øl 18 pk.,18,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205672/2025-11-15/10820837.jpg,Beer 18 pc.,"Sip, laugh, and let the beer speak—life's too short for boring moments. 🍻"
10820838,79.0,Blanche,Øl,Øl 18 pk.,18,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205672/2025-11-15/10820838.jpg,Beer 18 pc.,"Sip, savor, and share—beer is life. 🍻"
10820839,79.0,IPA,Øl,Øl 18 pk.,18,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205673/2025-11-15/10820839.jpg,Beer 18 pc.,"Sip, savor, and share—beer is life. 🍻"
10820840,79.0,Export,Øl,Øl 18 pk.,18,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205673/2025-11-15/10820840.jpg,Beer 18 pc.,"Sip, laugh, and let the beer speak—life's too short for boring vibes. 🍻"
10820956,15.0,Levebrød,Rugbrød i Skiver,Solsikkerugbrød,1,1,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205673/2025-11-15/10820956.jpg,"Sunflower-seed oil and its fractions, whether or not refined, but not chemically modified","Golden-brown, earthy, and perfectly smooth — like the warmth of a sunlit field, but in a bottle. 🌾"
10820893,14.0,ØGO,Grønt,Spidskål,1,1,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205674/2025-11-15/10820893.jpg,Chinese cabbages/pe-tsai,"Smiling through the frost, I'm the crunch of winter, crisp and bold—pe-tsai, the vegetable that brings warmth to the soul. 🌱"
10821022,14.0,Løgismose,Juice,Æblemost Hyldeblomst & Citron,1,1,krt.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205674/2025-11-15/10821022.jpg,Emblem Cheese Shelf Blossom & Lemon,"🌼 Embrace the tangy, floral burst of lemon and cheese — perfect for a flavor-packed day! 🌟"
10821023,14.0,Løgismose,Juice,Æblemost Ingefær,1,1,krt.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205675/2025-11-15/10821023.jpg,Apple cheese Ginger,"Sour, sweet, and spicy—perfect for a morning toast. 🍎🌿"
10821024,14.0,Løgismose,Juice,Æblemost,1,1,krt.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205675/2025-11-15/10821024.jpg,Seasonal cheese,"Savor the taste of change—seasonal cheese, always fresh and bold. 🍃"
10820877,15.0,Klar & Klassisk,Klar Suppe,Oksekødssuppe,1,1,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205675/2025-11-15/10820877.jpg,Beef soup,Sip and savour the soul of a hearty meal with every spoonful! 🍲
10821115,30.0,,Boligtekstiler,Viskestykke,1,2,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205676/2025-11-15/10821115.jpg,Teapot,✨ Brew your own magic with a teapot! ✨
10820880,5.0,Julehvidtøl,Øl,Øl,1,0,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205676/2025-11-15/10820880.jpg,Beer,"Sip, savor, and share—beer is the vibe. 🍻"
10820955,15.0,Levebrød,Rugbrød i Skiver,Kernegrov Rugbrød,1,0,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205677/2025-11-15/10820955.jpg,Core gravel Rye bread,"Crunchy, hearty, and ready to crush your day—Core Gravel Rye Bread 🍞"
10820832,16.0,Karolines,"Suppe, Boullion & Fond",Kartoffel-Porresuppe,1,1,krt.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205678/2025-11-15/10820832.jpg,Potato Porreso soup,"Sour, spicy, and salty—perfect for a rainy day with a side of drama. 🌧️"
10820830,16.0,Karolines,"Suppe, Boullion & Fond",Karrysuppe,1,1,krt.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205678/2025-11-15/10820830.jpg,Curry soup,"Spicy, savory, and soulful—curry soup is the flavor of the day! 🌶️"
10820831,16.0,Karolines,"Suppe, Boullion & Fond",Tomatsuppe,1,1,krt.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205679/2025-11-15/10820831.jpg,Tomato soup,"Sip, savor, and share—tomato soup is the perfect punch to any day! 🍅"
10821048,16.0,Ollineo,Olier,Solsikkeolie,1,1,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205679/2025-11-15/10821048.jpg,Sunflower-seed oil,"Golden-brown dreamer, buttering up moments with every drop. 🌾"
10821049,16.0,Ollineo,Olier,Rapsolie,1,1,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205680/2025-11-15/10821049.jpg,Rape oil,"🔥 Oil of rebellion, ready to ignite your day! 🌟"
10821129,79.0,Omo,Vaskemiddel,Vaskepulver,1,4,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205680/2025-11-15/10821129.jpg,Washing powder,✨ Clean your life with a splash of sparkle! 🌟
10820818,18.0,Cheasy,Syrnet morgenmad,Skovbær Skyr ,1,1,bg.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205681/2025-11-15/10820818.jpg,Blackberries Clover,"Sour, sweet, and slightly rebellious — the perfect partner in a berry-blending adventure 🍓✨"
10820813,18.0,Cheasy,Syrnet morgenmad,Vanilje Skyr ,1,1,bg.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205681/2025-11-15/10820813.jpg,Vanilla Skyr,"Syrupy, creamy, and perfectly sweet — the vanilla sky of your day. 🌈"
10820816,18.0,Cheasy,Syrnet morgenmad,Mango & Lime Skyr ,1,1,bg.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205681/2025-11-15/10820816.jpg,Mango & Lime Skyr,"Tropical twist on creamy yogurt, blending sweet mango and zesty lime in a refreshing swirl—perfect for any occasion. 🍌🍋"
10821083,72.0,Energy,Energi- Sports- & Vitamindrikke,Energidrik 8 pk.,8,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205682/2025-11-15/10821083.jpg,Energy Drink 8 pk.,💥 Boost your energy with a pack of power!
10820817,18.0,Cheasy,Syrnet morgenmad,Naturel Skyr ,1,1,bg.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205682/2025-11-15/10820817.jpg,Natural Skyr,"Skyr with a twist—fresh, creamy, and full of flavor! 🥛"
10820895,18.0,Premieur,Frugt,Ananas,1,1,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205682/2025-11-15/10820895.jpg,Pineapples,"A tropical paradise in every bite, with a side of sunshine and a dash of sweetness. 🍍"
10821084,72.0,Ultra Energy,Energi- Sports- & Vitamindrikke,Energidrik 8 pk.,8,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205683/2025-11-15/10821084.jpg,Energy Drink 8 pk.,"💥 Supercharged with energy, ready to crush any challenge! 🌟"
10820954,15.0,Levebrød,Sandwich & Toastbrød,Multikerne Sandwichbrød,1,0,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205683/2025-11-15/10820954.jpg,Multicolor Sandwich bread,"Slice of joy, wrapped in color—perfect for sharing, sparking conversations, and keeping things interesting. 🍞"
10821105,79.0,,Stearinlys,Adventslys,1,4,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205683/2025-11-15/10821105.jpg,Advent lights,"✨ Advent lights, glowing with magic and cheer! 🎄"
10821036,20.0,Løgismose,Mel & Melblandinger,Ølands Hvedemel,1,1,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205684/2025-11-15/10821036.jpg,Island Wheat flour,"✨ Flaky, buttery, and full of island vibes — perfect for any baking moment! ✨"
10820885,15.0,Bakersfield,Dybfrost Brød,Mini Baguettes,1,0,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205684/2025-11-15/10820885.jpg,Mini Baguettes,"Lightly toasted, slightly crispy—perfect for a quick snack or a slice of life. 🍞"
10821034,20.0,Løgismose,Nødder & Kerner,Rugkerner,1,1,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205685/2025-11-15/10821034.jpg,Rye seeds,"✨ Sprinkle some life into your day with rye seeds—perfect for baking, breakfast, or just adding a touch of earthy flavor. ✨"
10820875,20.0,Næmt,Færdigretter Køl,Risengrød,1,1,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205685/2025-11-15/10820875.jpg,Rice grain,"✨ Rice grain, the quiet powerhouse of every meal, turning simple dishes into magic. 🌾"
10821035,20.0,Løgismose,Mel & Melblandinger,Tipo 00 Hvedemel,1,1,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205686/2025-11-15/10821035.jpg,Tipo 00 Wheat flour,"✨ Flaky, golden, and perfect for baking — the ultimate base of everything! ✨"
10821033,20.0,Løgismose,Mel & Melblandinger,Manitobamel,1,1,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205686/2025-11-15/10821033.jpg,Manitobamel,Manitobamel: The only one who can make your day brighter with a smile and a bag of joy 🌟
10821074,15.0,Zero,Koncentreret Saft,Hindbær & Citron Frugtsaft ,1,0,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205686/2025-11-15/10821074.jpg,Raspberries & Lemon Fruit Juice,"Sip on the sweetest refreshment—raspberries and lemon, straight from the orchard. 🍓🍋"
10821068,15.0,Zero,Saft,Hyldeblomst drik,1,0,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205687/2025-11-15/10821068.jpg,Elderflower Drink,"✨ Sip on the sweetest elixir, where bitterness meets bliss. 🍸"
10820892,20.0,Premieur,Frugt,Clementiner,1,0,bk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205687/2025-11-15/10820892.jpg,Clementines,"Citrusy delight, sweet and sharp, perfect for a good snack or a refreshing twist on anything. 🍐"
10821137,29.0,Neutral,Vaskemiddel,Vaskepulver,1,1,pk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205688/2025-11-15/10821137.jpg,Washing powder,✨ Clean your life with a splash of sparkle! ✨
10821075,12.0,Booster Goosey,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205688/2025-11-15/10821075.jpg,Energy Drink,💥 Boost your energy with a shot of life!
10821077,12.0,Booster Red Berry Boost,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205688/2025-11-15/10821077.jpg,Energy Drink,"💥 Supercharged with energy, ready to crush any challenge! 🌟"
10821076,12.0,Booster Original Zero,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205689/2025-11-15/10821076.jpg,Energy Drink,"💥 Supercharged energy, delivered anytime, anywhere! 🌟"
10821109,12.0,Booster Retro Boost,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205689/2025-11-15/10821109.jpg,Energy Drink,"💥 Supercharged with energy, ready to crush any challenge! 🌟"
10821116,12.0,Booster Original,Energi- Sports- & Vitamindrikke,Energidrik,1,0,ds.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205689/2025-11-15/10821116.jpg,Energy Drink,"💥 Supercharged with energy, ready to crush any challenge!"
10821045,20.0,Graasten,Remoulade,Den Originale Remoulade,1,0,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205690/2025-11-15/10821045.jpg,Original Remoulade,"A tangy, creamy blend of fresh tomatoes, mayo, and herbs, perfect for a lively conversation. 🍅✨"
10821047,20.0,Graasten,Remoulade,Grov Remoulade,1,0,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205690/2025-11-15/10821047.jpg,Rugged Remoulade,"🌶️ Spicy, bold, and ready to conquer any plate—Rugged Remoulade."
10821119,20.0,The Pink Stuff,Rengøringsmidler,Rengøringsmiddel,1,0,fl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205690/2025-11-15/10821119.jpg,Cleaning agent,"✨ Clean vibes, clean vibes, clean vibes! ✨"
10820953,15.0,Levebrød,Boller & Morgenbrød,Multikerneboller,1,0,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205691/2025-11-15/10820953.jpg,Multikernels,"✨ One bite, endless flavor — Multikernels bring the world to your plate! ✨"
10820879,11.0,Kohberg,Sandwich & Toastbrød,Cafe Sandwich Grov,1,0,ps.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205691/2025-11-15/10820879.jpg,Cafe Sandwich Grov,Café Sandwich Grov: Served with a side of joy and a sprinkle of whimsy. 🍞✨
10820897,14.0,Pedersens Udvalgte,Grønt,Tomater,1,0,bk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205692/2025-11-15/10820897.jpg,Tomatoes,"Red, juicy, and ready to burst—perfect for a good meal! 🍅"
10821138,29.0,Neutral,Skyllemiddel,Skyllemiddel,1,1,stk.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205692/2025-11-15/10821138.jpg,Sliding agent,"✨ Sliding agent, making things move smoothly and stylishly! 🛋️"
10820860,11.35,ØGO,Saucer,Pizzasauce,1,0,krt.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205693/2025-11-15/10820860.jpg,Pizza sauce,"Tasty, fiery, and ready to conquer any plate — 🍕"
10821040,17.0,Beauvais,Grønt-syltet,Rødkål-syltet,1,0,gl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205694/2025-11-15/10821040.jpg,Red cabbage pickled,"Red cabbage pickled: a tangy twist on tradition, with a side of sass. 🍐"
10821042,17.0,Beauvais,Grønt-syltet,Rødbeder-syltet,1,0,gl.,Netto,2025-11-15,2025-11-21,https://res.cloudinary.com/dfqzmnlga/image/upload/v1763205694/2025-11-15/10821042.jpg,Beetroot pickled,"Sour, sweet, and spicy—perfect for a bold date. 🍅✨"
